
============================================================start trainning: bert
Epoch: 1/10, Step: 10, Train Loss: 0.689530, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 500, Train Loss: 0.732711, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 510, Train Loss: 0.717853, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 520, Train Loss: 0.748007, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 530, Train Loss: 0.671991, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 540, Train Loss: 0.692976, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 550, Train Loss: 0.723148, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 560, Train Loss: 0.700512, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 570, Train Loss: 0.674499, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 580, Train Loss: 0.709732, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 590, Train Loss: 0.729026, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 600, Train Loss: 0.702227, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 610, Train Loss: 0.675120, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 620, Train Loss: 0.741124, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 630, Train Loss: 0.665421, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 640, Train Loss: 0.666311, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 650, Train Loss: 0.781830, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 660, Train Loss: 0.716958, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 670, Train Loss: 0.738608, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 680, Train Loss: 0.702491, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 690, Train Loss: 0.686421, Val Loss: 0.693649, Lr: 2e-05
Epoch: 1/10, Step: 700, Train Loss: 0.653694, Val Loss: 0.693649, Lr: 2e-05
Epoch: 2/10, Step: 10, Train Loss: 0.717172, Val Loss: 0.692010, Lr: 0.0
Epoch: 2/10, Step: 20, Train Loss: 0.698638, Val Loss: 0.690764, Lr: 0.0
Epoch: 2/10, Step: 30, Train Loss: 0.702448, Val Loss: 0.700236, Lr: 0.0
Epoch: 2/10, Step: 40, Train Loss: 0.622396, Val Loss: 0.691509, Lr: 0.0
Epoch: 2/10, Step: 50, Train Loss: 0.665075, Val Loss: 0.676500, Lr: 0.0
Epoch: 2/10, Step: 60, Train Loss: 1.147831, Val Loss: 0.732530, Lr: 0.0
Epoch: 2/10, Step: 70, Train Loss: 0.651419, Val Loss: 0.683144, Lr: 0.0
Epoch: 2/10, Step: 80, Train Loss: 0.527363, Val Loss: 0.691756, Lr: 0.0
Epoch: 2/10, Step: 90, Train Loss: 0.640870, Val Loss: 0.694061, Lr: 0.0
Epoch: 2/10, Step: 100, Train Loss: 0.682813, Val Loss: 0.675736, Lr: 0.0
Epoch: 2/10, Step: 110, Train Loss: 0.644109, Val Loss: 0.657107, Lr: 0.0
Epoch: 2/10, Step: 120, Train Loss: 0.455171, Val Loss: 0.695151, Lr: 0.0
Epoch: 2/10, Step: 130, Train Loss: 0.975207, Val Loss: 0.666120, Lr: 0.0
Epoch: 2/10, Step: 140, Train Loss: 1.185219, Val Loss: 0.642434, Lr: 0.0
Epoch: 2/10, Step: 150, Train Loss: 0.754059, Val Loss: 0.648630, Lr: 0.0
Epoch: 2/10, Step: 160, Train Loss: 0.663402, Val Loss: 0.543865, Lr: 0.0
Epoch: 2/10, Step: 170, Train Loss: 0.395539, Val Loss: 0.468725, Lr: 0.0
Epoch: 2/10, Step: 180, Train Loss: 1.395490, Val Loss: 0.399695, Lr: 0.0
Epoch: 2/10, Step: 190, Train Loss: 0.392882, Val Loss: 0.389516, Lr: 0.0
Epoch: 2/10, Step: 200, Train Loss: 0.355709, Val Loss: 0.412784, Lr: 0.0
Epoch: 2/10, Step: 210, Train Loss: 0.204853, Val Loss: 0.534087, Lr: 0.0
Epoch: 2/10, Step: 220, Train Loss: 0.566519, Val Loss: 0.512017, Lr: 0.0
Epoch: 2/10, Step: 230, Train Loss: 0.224274, Val Loss: 0.511786, Lr: 0.0
Epoch: 2/10, Step: 240, Train Loss: 0.222392, Val Loss: 0.667873, Lr: 0.0
Epoch: 2/10, Step: 250, Train Loss: 1.078773, Val Loss: 0.587508, Lr: 0.0
Epoch: 2/10, Step: 260, Train Loss: 0.239827, Val Loss: 0.490534, Lr: 0.0
Epoch: 2/10, Step: 270, Train Loss: 0.395885, Val Loss: 0.512138, Lr: 0.0
Epoch: 2/10, Step: 280, Train Loss: 0.306843, Val Loss: 0.458409, Lr: 0.0
Epoch: 2/10, Step: 290, Train Loss: 0.231601, Val Loss: 0.361987, Lr: 0.0
Epoch: 2/10, Step: 300, Train Loss: 1.580596, Val Loss: 0.359152, Lr: 0.0
Epoch: 2/10, Step: 310, Train Loss: 0.174369, Val Loss: 0.482495, Lr: 0.0
Epoch: 2/10, Step: 320, Train Loss: 0.270185, Val Loss: 0.559551, Lr: 0.0
Epoch: 2/10, Step: 330, Train Loss: 0.867814, Val Loss: 0.420829, Lr: 0.0
Epoch: 2/10, Step: 340, Train Loss: 0.473695, Val Loss: 0.429120, Lr: 0.0
Epoch: 2/10, Step: 350, Train Loss: 0.176433, Val Loss: 0.425838, Lr: 0.0
Epoch: 2/10, Step: 360, Train Loss: 0.768316, Val Loss: 0.403018, Lr: 0.0
Epoch: 2/10, Step: 370, Train Loss: 0.218923, Val Loss: 0.352079, Lr: 0.0
Epoch: 2/10, Step: 380, Train Loss: 0.121497, Val Loss: 0.355758, Lr: 0.0
Epoch: 2/10, Step: 390, Train Loss: 0.122051, Val Loss: 0.373661, Lr: 0.0
Epoch: 2/10, Step: 400, Train Loss: 0.976705, Val Loss: 0.363433, Lr: 0.0
Epoch: 2/10, Step: 410, Train Loss: 0.093820, Val Loss: 0.346606, Lr: 0.0
Epoch: 2/10, Step: 420, Train Loss: 0.076263, Val Loss: 0.351142, Lr: 0.0
Epoch: 2/10, Step: 430, Train Loss: 0.058579, Val Loss: 0.374242, Lr: 0.0
Epoch: 2/10, Step: 440, Train Loss: 0.339843, Val Loss: 0.373335, Lr: 0.0
Epoch: 2/10, Step: 450, Train Loss: 1.198493, Val Loss: 0.391200, Lr: 0.0
Epoch: 2/10, Step: 460, Train Loss: 0.146238, Val Loss: 0.443511, Lr: 0.0
Epoch: 2/10, Step: 470, Train Loss: 1.370843, Val Loss: 0.425474, Lr: 0.0
Epoch: 2/10, Step: 480, Train Loss: 0.445900, Val Loss: 0.430100, Lr: 0.0
Epoch: 2/10, Step: 490, Train Loss: 0.084447, Val Loss: 0.430593, Lr: 0.0
Epoch: 2/10, Step: 500, Train Loss: 1.247833, Val Loss: 0.406645, Lr: 0.0
Epoch: 2/10, Step: 510, Train Loss: 0.466022, Val Loss: 0.395047, Lr: 0.0
Epoch: 2/10, Step: 520, Train Loss: 0.846653, Val Loss: 0.451960, Lr: 0.0
Epoch: 2/10, Step: 530, Train Loss: 0.228959, Val Loss: 0.463774, Lr: 0.0
Epoch: 2/10, Step: 540, Train Loss: 0.342537, Val Loss: 0.392962, Lr: 0.0
Epoch: 2/10, Step: 550, Train Loss: 0.087822, Val Loss: 0.387026, Lr: 0.0
Epoch: 2/10, Step: 560, Train Loss: 0.210227, Val Loss: 0.363123, Lr: 0.0
Epoch: 2/10, Step: 570, Train Loss: 0.264988, Val Loss: 0.466852, Lr: 0.0
Epoch: 2/10, Step: 580, Train Loss: 0.089866, Val Loss: 0.419497, Lr: 0.0
Epoch: 2/10, Step: 590, Train Loss: 0.120546, Val Loss: 0.702584, Lr: 0.0
Epoch: 2/10, Step: 600, Train Loss: 0.337224, Val Loss: 0.452354, Lr: 0.0
Epoch: 2/10, Step: 610, Train Loss: 0.247093, Val Loss: 0.443898, Lr: 0.0
Epoch: 2/10, Step: 620, Train Loss: 0.439710, Val Loss: 0.431845, Lr: 0.0
Epoch: 2/10, Step: 630, Train Loss: 0.099124, Val Loss: 0.394223, Lr: 0.0
Epoch: 2/10, Step: 640, Train Loss: 0.209346, Val Loss: 0.384519, Lr: 0.0
Epoch: 2/10, Step: 650, Train Loss: 0.719099, Val Loss: 0.378714, Lr: 0.0
Epoch: 2/10, Step: 660, Train Loss: 0.280180, Val Loss: 0.338021, Lr: 0.0
Epoch: 2/10, Step: 670, Train Loss: 0.300620, Val Loss: 0.421057, Lr: 0.0
Epoch: 2/10, Step: 680, Train Loss: 1.401225, Val Loss: 0.373916, Lr: 0.0
Epoch: 2/10, Step: 690, Train Loss: 0.544668, Val Loss: 0.346873, Lr: 0.0
Epoch: 2/10, Step: 700, Train Loss: 0.209568, Val Loss: 0.386391, Lr: 0.0
Epoch: 3/10, Step: 10, Train Loss: 0.197575, Val Loss: 0.386624, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 20, Train Loss: 0.410196, Val Loss: 0.385742, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 30, Train Loss: 0.216380, Val Loss: 0.384896, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 40, Train Loss: 0.227232, Val Loss: 0.384279, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 50, Train Loss: 1.077476, Val Loss: 0.383606, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 60, Train Loss: 0.948570, Val Loss: 0.382112, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 70, Train Loss: 0.544477, Val Loss: 0.380628, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 80, Train Loss: 0.082877, Val Loss: 0.378689, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 90, Train Loss: 0.111600, Val Loss: 0.378097, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 100, Train Loss: 0.374487, Val Loss: 0.377685, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 110, Train Loss: 0.073005, Val Loss: 0.377326, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 120, Train Loss: 0.146696, Val Loss: 0.376400, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 130, Train Loss: 0.666504, Val Loss: 0.375817, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 140, Train Loss: 0.096868, Val Loss: 0.375221, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 150, Train Loss: 0.239041, Val Loss: 0.374839, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 160, Train Loss: 0.138964, Val Loss: 0.373874, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 170, Train Loss: 0.080115, Val Loss: 0.372329, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 180, Train Loss: 0.089624, Val Loss: 0.371249, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 190, Train Loss: 0.137342, Val Loss: 0.370364, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 200, Train Loss: 0.124011, Val Loss: 0.369104, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 210, Train Loss: 0.257735, Val Loss: 0.367677, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 220, Train Loss: 0.319477, Val Loss: 0.366620, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 230, Train Loss: 0.079894, Val Loss: 0.366014, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 240, Train Loss: 0.613316, Val Loss: 0.365523, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 250, Train Loss: 0.101598, Val Loss: 0.365753, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 260, Train Loss: 1.426693, Val Loss: 0.365784, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 270, Train Loss: 0.088555, Val Loss: 0.365694, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 280, Train Loss: 0.359074, Val Loss: 0.365682, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 290, Train Loss: 0.099963, Val Loss: 0.364803, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 300, Train Loss: 0.096801, Val Loss: 0.364573, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 310, Train Loss: 1.160610, Val Loss: 0.364549, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 320, Train Loss: 0.621988, Val Loss: 0.363599, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 330, Train Loss: 0.404317, Val Loss: 0.362890, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 340, Train Loss: 0.117180, Val Loss: 0.362596, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 350, Train Loss: 0.388106, Val Loss: 0.362385, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 360, Train Loss: 1.168454, Val Loss: 0.362041, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 370, Train Loss: 0.074000, Val Loss: 0.361273, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 380, Train Loss: 0.135420, Val Loss: 0.360292, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 390, Train Loss: 0.309898, Val Loss: 0.359233, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 400, Train Loss: 0.189206, Val Loss: 0.358312, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 410, Train Loss: 0.233157, Val Loss: 0.357387, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 420, Train Loss: 0.148197, Val Loss: 0.356640, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 430, Train Loss: 0.085402, Val Loss: 0.355985, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 440, Train Loss: 0.110569, Val Loss: 0.355345, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 450, Train Loss: 0.092013, Val Loss: 0.354999, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 460, Train Loss: 1.150760, Val Loss: 0.354933, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 470, Train Loss: 0.736867, Val Loss: 0.354731, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 480, Train Loss: 0.116196, Val Loss: 0.354105, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 490, Train Loss: 0.070380, Val Loss: 0.353292, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 500, Train Loss: 1.213189, Val Loss: 0.352651, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 510, Train Loss: 0.100152, Val Loss: 0.352003, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 520, Train Loss: 0.081990, Val Loss: 0.351085, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 530, Train Loss: 1.233717, Val Loss: 0.350035, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 540, Train Loss: 0.129434, Val Loss: 0.349315, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 550, Train Loss: 0.102997, Val Loss: 0.349146, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 560, Train Loss: 0.621728, Val Loss: 0.349431, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 570, Train Loss: 0.067023, Val Loss: 0.349516, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 580, Train Loss: 0.059039, Val Loss: 0.349117, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 590, Train Loss: 0.214787, Val Loss: 0.348677, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 600, Train Loss: 0.607059, Val Loss: 0.348042, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 610, Train Loss: 0.738988, Val Loss: 0.347669, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 620, Train Loss: 0.082002, Val Loss: 0.347163, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 630, Train Loss: 0.080041, Val Loss: 0.346374, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 640, Train Loss: 0.229909, Val Loss: 0.345789, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 650, Train Loss: 0.141491, Val Loss: 0.345760, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 660, Train Loss: 0.088948, Val Loss: 0.345568, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 670, Train Loss: 0.094170, Val Loss: 0.345545, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 680, Train Loss: 0.137735, Val Loss: 0.345538, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 690, Train Loss: 0.731765, Val Loss: 0.345362, Lr: 2.0000000000000003e-06
Epoch: 3/10, Step: 700, Train Loss: 0.098654, Val Loss: 0.345426, Lr: 2.0000000000000003e-06
Epoch: 4/10, Step: 10, Train Loss: 0.110564, Val Loss: 0.344897, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 20, Train Loss: 0.081480, Val Loss: 0.344314, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 30, Train Loss: 0.136781, Val Loss: 0.344062, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 40, Train Loss: 0.083619, Val Loss: 0.343684, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 50, Train Loss: 0.237965, Val Loss: 0.343440, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 60, Train Loss: 0.484673, Val Loss: 0.343581, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 70, Train Loss: 0.076861, Val Loss: 0.343626, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 80, Train Loss: 1.068730, Val Loss: 0.343283, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 90, Train Loss: 0.094205, Val Loss: 0.343144, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 100, Train Loss: 0.453635, Val Loss: 0.343156, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 110, Train Loss: 0.079229, Val Loss: 0.343317, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 120, Train Loss: 1.646910, Val Loss: 0.343485, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 130, Train Loss: 0.328599, Val Loss: 0.343398, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 140, Train Loss: 0.116107, Val Loss: 0.343066, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 150, Train Loss: 0.403126, Val Loss: 0.342472, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 160, Train Loss: 0.069341, Val Loss: 0.342134, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 170, Train Loss: 0.322767, Val Loss: 0.342242, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 180, Train Loss: 0.082216, Val Loss: 0.342241, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 190, Train Loss: 0.073602, Val Loss: 0.342033, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 200, Train Loss: 0.075965, Val Loss: 0.341840, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 210, Train Loss: 0.070536, Val Loss: 0.341672, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 220, Train Loss: 0.300523, Val Loss: 0.341486, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 230, Train Loss: 0.152255, Val Loss: 0.341028, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 240, Train Loss: 0.059694, Val Loss: 0.340869, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 250, Train Loss: 0.060492, Val Loss: 0.340800, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 260, Train Loss: 0.065690, Val Loss: 0.340929, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 270, Train Loss: 0.819204, Val Loss: 0.341134, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 280, Train Loss: 0.268554, Val Loss: 0.340669, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 290, Train Loss: 0.329798, Val Loss: 0.340157, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 300, Train Loss: 0.078907, Val Loss: 0.339904, Lr: 2.0000000000000004e-07
Epoch: 4/10, Step: 310, Train Loss: 0.424059, Val Loss: 0.339927, Lr: 2.0000000000000004e-07
